"word","pos","definition_ko","ipa","forms"
"union","verb","결합하다, 합쳐지다","/ˈjuː.njən/","[{""form"": ""unions"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""unioning"", ""tags"": [""participle"", ""present""]}, {""form"": ""unioned"", ""tags"": [""participle"", ""past""]}, {""form"": ""unioned"", ""tags"": [""past""]}]"
"union","adj","연맹, 련맹, 동맹, 합집합, 화집합, 결혼, 혼인, 성교","/ˈjuː.njən/","[{""form"": ""more union"", ""tags"": [""comparative""]}, {""form"": ""most union"", ""tags"": [""superlative""]}]"
"risk","noun","위험, 리스크","/ɹɪsk/","[{""form"": ""risks"", ""tags"": [""plural""]}, {""form"": ""risque"", ""tags"": [""alternative"", ""archaic""]}]"
"risk","verb","무릅쓰다, 위험을 감수하다","/ɹɪsk/","[{""form"": ""risks"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""risking"", ""tags"": [""participle"", ""present""]}, {""form"": ""risked"", ""tags"": [""participle"", ""past""]}, {""form"": ""risked"", ""tags"": [""past""]}, {""form"": ""risque"", ""tags"": [""alternative"", ""archaic""]}]"
"investor","noun","투자자","/ɪnˈvɛs.tə(ɹ)/","[{""form"": ""investors"", ""tags"": [""plural""]}]"
"province","noun","성, 도, 주","/ˈpɹɑv.ɪns/","[{""form"": ""provinces"", ""tags"": [""plural""]}]"
"genetic","adj","유전의, 유전적인","/d͡ʒəˈnɛt.ɪk/","[]"
"damage","noun","손해, 손상, 손실","/ˈdæmɪd͡ʒ/","[{""form"": ""damages"", ""tags"": [""plural""]}]"
"damage","verb","손해를 입히다, 손상시키다","/ˈdæmɪd͡ʒ/","[{""form"": ""damages"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""damaging"", ""tags"": [""participle"", ""present""]}, {""form"": ""damaged"", ""tags"": [""participle"", ""past""]}, {""form"": ""damaged"", ""tags"": [""past""]}]"
"user","noun","사용자, 이용자, 리용자, 유저","/ˈjuːzə/","[{""form"": ""users"", ""tags"": [""plural""]}]"
"slavery","noun","노예 제도, 노례 제도","/ˈsleɪvəɹi/","[{""form"": ""slaveries"", ""tags"": [""plural""]}]"
"slavery","adj","노예제의","/ˈslævəɹi/","[{""form"": ""more slavery"", ""tags"": [""comparative""]}, {""form"": ""most slavery"", ""tags"": [""superlative""]}]"
"share","noun","몫, 지분, 부분, 쪽, 주식","/ʃɛə/","[{""form"": ""shares"", ""tags"": [""plural""]}]"
"share","verb","나누다, 공유하다","/ʃɛə/","[{""form"": ""shares"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""sharing"", ""tags"": [""participle"", ""present""]}, {""form"": ""shared"", ""tags"": [""participle"", ""past""]}, {""form"": ""shared"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""share"", ""tags"": [""infinitive""]}, {""form"": ""share"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""shared"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""share"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""sharest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""shared"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""sharedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""shares"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""shareth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""shared"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""share"", ""tags"": [""plural"", ""present""]}, {""form"": ""shared"", ""tags"": [""past"", ""plural""]}, {""form"": ""share"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""shared"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""share"", ""tags"": [""imperative"", ""present""]}, {""form"": ""sharing"", ""tags"": [""participle"", ""present""]}, {""form"": ""shared"", ""tags"": [""participle"", ""past""]}]"
"temple","noun","절, 사찰, 사원","/ˈtɛm.pl̩/","[{""form"": ""temples"", ""tags"": [""plural""]}]"
"temple","verb","사원에 모시다, 신성시하다","/ˈtɛm.pl̩/","[{""form"": ""temples"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""templing"", ""tags"": [""participle"", ""present""]}, {""form"": ""templed"", ""tags"": [""participle"", ""past""]}, {""form"": ""templed"", ""tags"": [""past""]}]"
"cross","noun","십자, 십자가, 십자 성호","/kɹɒs/","[{""form"": ""crosses"", ""tags"": [""plural""]}]"
"cross","adj","십자 모양의, 엇갈린","/kɹɒs/","[{""form"": ""crosser"", ""tags"": [""comparative""]}, {""form"": ""crossest"", ""tags"": [""superlative""]}]"
"cross","prep","십자, 십자가, 십자 성호","/kɹɒs/","[]"
"cross","verb","건너다","/kɹɒs/","[{""form"": ""crosses"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""crossing"", ""tags"": [""participle"", ""present""]}, {""form"": ""crossed"", ""tags"": [""participle"", ""past""]}, {""form"": ""crossed"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""cross"", ""tags"": [""infinitive""]}, {""form"": ""cross"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""crossed"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""cross"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""crossest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""crossed"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""crossedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""crosses"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""crosseth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""crossed"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""cross"", ""tags"": [""plural"", ""present""]}, {""form"": ""crossed"", ""tags"": [""past"", ""plural""]}, {""form"": ""cross"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""crossed"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""cross"", ""tags"": [""imperative"", ""present""]}, {""form"": ""crossing"", ""tags"": [""participle"", ""present""]}, {""form"": ""crossed"", ""tags"": [""participle"", ""past""]}]"
"nice","adj","좋은, 착하다","/naɪs/","[{""form"": ""nicer"", ""tags"": [""comparative""]}, {""form"": ""nicest"", ""tags"": [""superlative""]}, {""form"": ""nyc"", ""tags"": [""alternative""]}, {""form"": ""noice"", ""tags"": [""alternative"", ""slang""]}]"
"nice","adv","훌륭하게, 멋지게","/naɪs/","[{""form"": ""nicer"", ""tags"": [""comparative""]}, {""form"": ""nicest"", ""tags"": [""superlative""]}, {""form"": ""nyc"", ""tags"": [""alternative""]}, {""form"": ""noice"", ""tags"": [""alternative"", ""slang""]}]"
"nice","intj","좋은, 착하다","/naɪs/","[{""form"": ""nice!"", ""tags"": [""canonical""]}, {""form"": ""nyc"", ""tags"": [""alternative""]}, {""form"": ""noice"", ""tags"": [""alternative"", ""slang""]}]"
"nice","noun","좋은, 착하다","/naɪs/","[{""form"": ""nyc"", ""tags"": [""alternative""]}, {""form"": ""noice"", ""tags"": [""alternative"", ""slang""]}]"
"nice","verb","좋은, 착하다","/naɪs/","[{""form"": ""nices"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""nicing"", ""tags"": [""participle"", ""present""]}, {""form"": ""niced"", ""tags"": [""participle"", ""past""]}, {""form"": ""niced"", ""tags"": [""past""]}, {""form"": ""nyc"", ""tags"": [""alternative""]}, {""form"": ""noice"", ""tags"": [""alternative"", ""slang""]}]"
"flood","noun","한물, 홍수, 대수","/flʌd/","[{""form"": ""floods"", ""tags"": [""plural""]}, {""form"": ""floud"", ""tags"": [""alternative"", ""obsolete""]}]"
"flood","verb","넘치다","/flʌd/","[{""form"": ""floods"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""flooding"", ""tags"": [""participle"", ""present""]}, {""form"": ""flooded"", ""tags"": [""participle"", ""past""]}, {""form"": ""flooded"", ""tags"": [""past""]}, {""form"": ""floud"", ""tags"": [""alternative"", ""obsolete""]}]"
"import","noun","수입품, 수입","/ˈɪm.pɔːt/","[{""form"": ""imports"", ""tags"": [""plural""]}]"
"import","verb","수입하다","/ɪmˈpɔːt/","[{""form"": ""imports"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""importing"", ""tags"": [""participle"", ""present""]}, {""form"": ""imported"", ""tags"": [""participle"", ""past""]}]"
"explosion","noun","폭발","/ɛkˈsploʊ.ʒən/","[{""form"": ""explosions"", ""tags"": [""plural""]}]"
"nuclear","adj","핵의, 원자력의","/ˈn(j)u.kli.ɚ/","[]"
"nuclear","noun","핵","/ˈn(j)u.kli.ɚ/","[{""form"": ""nuclears"", ""tags"": [""plural""]}]"
"wealthy","adj","부유한, 재산이 많은","/ˈwɛl.θi/","[{""form"": ""wealthier"", ""tags"": [""comparative""]}, {""form"": ""more wealthy"", ""tags"": [""comparative""]}, {""form"": ""wealthiest"", ""tags"": [""superlative""]}, {""form"": ""most wealthy"", ""tags"": [""superlative""]}]"
"wealthy","noun","풍부한","/ˈwɛl.θi/","[{""form"": ""wealthies"", ""tags"": [""plural""]}, {""form"": ""Wealthys"", ""tags"": [""plural""]}, {""form"": ""Wealthies"", ""tags"": [""plural""]}]"
"unknown","adj","미지(未知)의, 무명(無名)의, 불명(不明)의","/ʌnˈnoʊn/","[{""form"": ""more unknown"", ""tags"": [""comparative""]}, {""form"": ""most unknown"", ""tags"": [""superlative""]}]"
"unknown","noun","미지(未知)의, 무명(無名)의, 불명(不明)의","/ʌnˈnoʊn/","[{""form"": ""unknowns"", ""tags"": [""plural""]}]"
"unknown","verb","미지의, 알려지지 않은","/ʌnˈnoʊn/","[]"
"skin","noun","살갗, 피부, 가죽, 막, 피막","/skɪn/","[{""form"": ""skins"", ""tags"": [""plural""]}, {""form"": ""skinne"", ""tags"": [""alternative"", ""obsolete""]}]"
"skin","verb","껍질을 벗기다, 외피를 입히다","/skɪn/","[{""form"": ""skins"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""skinning"", ""tags"": [""participle"", ""present""]}, {""form"": ""skinned"", ""tags"": [""participle"", ""past""]}, {""form"": ""skinned"", ""tags"": [""past""]}, {""form"": ""skinne"", ""tags"": [""alternative"", ""obsolete""]}]"
"publish","verb","출판하다, 펴내다, 공표하다","/ˈpʌblɪʃ/","[{""form"": ""publishes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""publishing"", ""tags"": [""participle"", ""present""]}, {""form"": ""published"", ""tags"": [""participle"", ""past""]}, {""form"": ""published"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""publish"", ""tags"": [""infinitive""]}, {""form"": ""publish"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""published"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""publish"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""publishest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""published"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""publishedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""publishes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""publisheth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""published"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""publish"", ""tags"": [""plural"", ""present""]}, {""form"": ""published"", ""tags"": [""past"", ""plural""]}, {""form"": ""publish"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""published"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""publish"", ""tags"": [""imperative"", ""present""]}, {""form"": ""publishing"", ""tags"": [""participle"", ""present""]}, {""form"": ""published"", ""tags"": [""participle"", ""past""]}]"
"tap","noun","수도꼭지, 가벼운 두드림","/tæp/","[{""form"": ""taps"", ""tags"": [""plural""]}]"
"tap","verb","가볍게 두드리다","/tæp/","[{""form"": ""taps"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""tapping"", ""tags"": [""participle"", ""present""]}, {""form"": ""tapped"", ""tags"": [""participle"", ""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""tap"", ""tags"": [""infinitive""]}, {""form"": ""tappest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""tappedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""tappeth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}]"
"primary","adj","본래의","/ˈpɹaɪˌmɛɹi/","[{""form"": ""more primary"", ""tags"": [""comparative""]}, {""form"": ""most primary"", ""tags"": [""superlative""]}]"
"primary","noun","본래의","/ˈpɹaɪˌmɛɹi/","[{""form"": ""primaries"", ""tags"": [""plural""]}]"
"primary","verb","으뜸의, 최우선으로 하다","/ˈpɹaɪˌmɛɹi/","[{""form"": ""primaries"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""primarying"", ""tags"": [""participle"", ""present""]}, {""form"": ""primaried"", ""tags"": [""participle"", ""past""]}, {""form"": ""primaried"", ""tags"": [""past""]}]"
"noise","noun","잡음, 잡소리, 소음, 노이즈","/nɔɪz/","[{""form"": ""noises"", ""tags"": [""plural""]}]"
"noise","verb","소음을 내다, 시끄럽게 하다","/nɔɪz/","[{""form"": ""noises"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""noising"", ""tags"": [""participle"", ""present""]}, {""form"": ""noised"", ""tags"": [""participle"", ""past""]}, {""form"": ""noised"", ""tags"": [""past""]}]"
"silence","noun","침묵","/ˈsaɪl(ə)ns/","[{""form"": ""silences"", ""tags"": [""plural""]}]"
"silence","verb","침묵시키다, 조용하게 만들다","/ˈsaɪl(ə)ns/","[{""form"": ""silences"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""silencing"", ""tags"": [""participle"", ""present""]}, {""form"": ""silenced"", ""tags"": [""participle"", ""past""]}, {""form"": ""silenced"", ""tags"": [""past""]}]"
"silence","intj","침묵","/ˈsaɪl(ə)ns/","[]"
"loud","adj","시끄럽다","/laʊd/","[{""form"": ""louder"", ""tags"": [""comparative""]}, {""form"": ""loudest"", ""tags"": [""superlative""]}, {""form"": ""lowd"", ""tags"": [""alternative"", ""obsolete""]}]"
"loud","noun","시끄럽다","/laʊd/","[{""form"": ""louds"", ""tags"": [""plural""]}, {""form"": ""lowd"", ""tags"": [""alternative"", ""obsolete""]}]"
"loud","adv","크게, 시끄럽게","/laʊd/","[{""form"": ""louder"", ""tags"": [""comparative""]}, {""form"": ""loudest"", ""tags"": [""superlative""]}, {""form"": ""lowd"", ""tags"": [""alternative"", ""obsolete""]}]"
"measurement","noun","측정","/ˈmɛʒ.ə.mənt/","[{""form"": ""measurements"", ""tags"": [""plural""]}]"
"fate","noun","운명, 숙명","/feɪt/","[{""form"": ""fates"", ""tags"": [""plural""]}]"
"fate","verb","운명지우다, 숙명짓다","/feɪt/","[{""form"": ""fates"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""fating"", ""tags"": [""participle"", ""present""]}, {""form"": ""fated"", ""tags"": [""participle"", ""past""]}, {""form"": ""fated"", ""tags"": [""past""]}]"
"destiny","noun","운명, 숙명","/ˈdɛs.tɪ.ni/","[{""form"": ""destinies"", ""tags"": [""plural""]}]"
"believe","verb","믿다, 생각하다","/bɪˈliːv/","[{""form"": ""believes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""believing"", ""tags"": [""participle"", ""present""]}, {""form"": ""believed"", ""tags"": [""participle"", ""past""]}, {""form"": ""believed"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""believe"", ""tags"": [""infinitive""]}, {""form"": ""believe"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""believed"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""believe"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""believest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""believed"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""believedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""believes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""believeth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""believed"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""believe"", ""tags"": [""plural"", ""present""]}, {""form"": ""believed"", ""tags"": [""past"", ""plural""]}, {""form"": ""believe"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""believed"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""believe"", ""tags"": [""imperative"", ""present""]}, {""form"": ""believing"", ""tags"": [""participle"", ""present""]}, {""form"": ""believed"", ""tags"": [""participle"", ""past""]}, {""form"": ""beleeve"", ""tags"": [""alternative"", ""obsolete""]}]"
"sandwich","noun","샌드위치, 겹빵이","/ˈsæn(d).wɪd͡ʒ/","[{""form"": ""sandwiches"", ""tags"": [""plural""]}, {""form"": ""sandwichs"", ""tags"": [""plural"", ""rare""]}, {""form"": ""sammich"", ""tags"": [""alternative"", ""slang""]}, {""form"": ""samwich"", ""tags"": [""alternative"", ""slang""]}, {""form"": ""Sandwich"", ""tags"": [""alternative"", ""obsolete""]}]"
